X,Y,OBJECTID,REPORTINGAGENCYid,ReportingAgency,REPORTNUMBER,ACCIDENTDATE,STREETADDRESS,INTERSECTIONWITH,DirOfCollision,RoadGroup,AOTACTUALMILEPOINT,RoadCharacteristics,NonReportableAddress,CITYORTOWNid,CITYORTOWN,EASTING,NORTHING,AOTROUTEid,AOTROUTE,LRSNUMBER,HOWMAPPED,Animal,Impairment,Involving,Weather,DayNight,InjuryType,LOC_ERROR,RDFLNAME,SurfaceCondition,RoadCondition,Route,LATITUDE,LONGITUDE,AOTROADWAYGROUPid
495001.429999999701977,30975.891718752682209,3212,VTVSP1600,VSP - B1 Westminster,18B102028,2018-04-06T18:44:00.000Z,I-91 (S),Mm 3/40,Single Vehicle Crash,"State Highway numbered route, State owned",3.4,Not at a Junction,,1318,Vernon,495014,30900,0910,I-91,I091-0000S,LRS,None/Other,None,None,Freezing Precipitation,Day,Property Damage Only,NO ERROR,INTERSTATE 91,Wet,"Road Surface Condition(wet, icy, snow, slush, etc)",I-91,42.77884043,-72.5610849,10
491730.47609375230968,91823.145937500521541,3213,VT0140600,Chester PD.,18CH00303,2018-04-06T14:42:00.000Z,314 Rte 10,Rte 103,Opp Direction Sideswipe,"State Highway numbered route, State owned",0.29,Not at a Junction,,1407,Chester,,,0100,VT-10,V010-1407,LRS,None/Other,None,None,Freezing Precipitation,Day,Property Damage Only,NO ERROR,VT ROUTE 10,Snow,"Road Surface Condition(wet, icy, snow, slush, etc)",VT-10,43.32654163,-72.60196079,10
451549.885625000111759,42134.422968750819564,3214,VTVSP0900,VSP - B3 Shaftsbury,18B301074,2018-04-06T13:41:00.000Z,Route 9,City Stream Road,Single Vehicle Crash,"State Highway numbered route, State owned",4.15,Not at a Junction,,0217,Woodford,,,0090,VT-9,V009-0217,LRS,None/Other,None,Heavy Truck,Freezing Precipitation,Day,Property Damage Only,NO ERROR,VT ROUTE 9,Snow,"Road Surface Condition(wet, icy, snow, slush, etc)",VT-9,42.87777085,-73.09302753,10
481835.452343749813735,220791.482656251639128,3215,VT0080200,Stowe PD.,18ST001188,2018-04-06T16:48:00.000Z,Mountain Rd,Edson Hill Rd,Single Vehicle Crash,"State Highway numbered route, State owned",3.15,Not at a Junction,,0808,Stowe,481832,220646,1080,VT-108,V108-0808,LRS,None/Other,None,None,Freezing Precipitation,Day,Property Damage Only,NO ERROR,MOUNTAIN RD,Snow,None,VT-108,44.48712243,-72.72835783,10
529126.578281250782311,240560.172500001266599,3216,VTVSP0200,VSP - A4 St. Johnsbury,18A401736,2018-04-06T18:45:00.000Z,Interstate 91 N,MM 150,Single Vehicle Crash,"State Highway numbered route, State owned",150,Not at a Junction,,0312,Sheffield,,,0910,I-91,I091-0000,LRS,None/Other,None,None,Freezing Precipitation,Day,Property Damage Only,NO ERROR,INTERSTATE 91,Snow,"Road Surface Condition(wet, icy, snow, slush, etc)",I-91,44.66466486,-72.13271581,10
502439.554531250149012,69415.30375000089407,3217,VTVSP1600,VSP - B1 Westminster,18B102520,2018-04-29T22:09:00.000Z,I-91,Mile Marker 31/20NB,Single Vehicle Crash,,,Not at a Junction,,1320,Westminster,,,,INTERSTATE 91,,LATLONG,None/Other,None,None,Cloudy,Night,Property Damage Only,INVALID LOCATION ROUTE ID,INTERSTATE 91,Dry,None,INTERSTATE 91,43.12488,-72.47002,
483896.952968751080334,42143.751562502235174,3218,VTVSP1600,VSP - B1 Westminster,18B102449,2018-04-26T15:17:00.000Z,1127 VT-9,Macarthur Rd,Opp Direction Sideswipe,"State Highway numbered route, State owned",7.17,Not at a Junction,,1302,Brattleboro,483882,42161,0090,VT-9,V009-1311,LRS,None/Other,None,None,Cloudy,Day,Injury,NO ERROR,VT ROUTE 9,Dry,None,VT-9,42.87922102,-72.69710553,10
458961.155468750745058,214275.892187500372529,3219,VT0040800,Richmond PD.,18RM00402,2018-04-25T18:03:00.000Z,282 River Rd,US Rt 2,Single Vehicle Crash,"State Highway numbered route, State owned",0.48,Not at a Junction,,0411,Richmond,,,1170,VT-117,V117-0411,LRS,None/Other,Alcohol,None,Clear,Day,Property Damage Only,NO ERROR,RIVER RD,Dry,None,VT-117,44.42755079,-73.01540045,10
452637.9765625,144451.901406252756715,3220,VT0110100,Brandon PD.,18BD001125,2018-04-26T11:45:00.000Z,10 US-7,Mill Ln,Rear End,"State Highway numbered route, Class 1 TH",3.92,Not at a Junction,,1102,Brandon,452637,144446,0070,US-7,U007-1102,LRS,None/Other,None,Heavy Truck,Clear,Day,Property Damage Only,NO ERROR,CENTER ST,Dry,Work zone (construction / maintenance / utility),US-7,43.79877894,-73.08853854,11
446941.706718750298023,221638.21343750320375,3221,VT0040500,Colchester PD.,18CC004298,2018-04-26T14:40:00.000Z,College Parkway,Lime Kiln Road,Rear End,"State Highway numbered route, State owned",0.2,T - Intersection,,0405,Colchester,446950,221634,0150,VT-15,V015-0405,LRS,None/Other,None,None,Cloudy,Day,Property Damage Only,NO ERROR,COLLEGE PKWY,Dry,None,VT-15,44.49302267,-73.16709582,10
446605.696093751117587,218738.947343749925494,3222,VT0040300,So. Burlington PD.,18SB004552,2018-04-26T11:52:00.000Z,1336 US-2,Williston Rd,Same Direction Sideswipe,"State Highway numbered route, Class 1 TH",1.02,Not at a Junction,,0414,South Burlington,446629,218738,0020,US-2,U002-0414,LRS,None/Other,None,None,Cloudy,Day,Property Damage Only,NO ERROR,WILLISTON RD,Dry,None,US-2,44.46690785,-73.17102104,11
448722.390468750149012,236427.826249998062849,3223,VT0040600,Milton PD.,18MT002900,2018-04-25T18:03:00.000Z,520 US Route 7 S,Bartlett Rd,Rear End,"State Highway numbered route, State owned",2.33,Not at a Junction,,0410,Milton,,,0070,US-7,U007-0410,LRS,None/Other,None,None,Cloudy,Day,Property Damage Only,NO ERROR,US ROUTE 7,Wet,None,US-7,44.62623959,-73.14618034,10
445773.925468750298023,222839.792812500149012,3224,VT0040500,Colchester PD.,18CC004254,2018-04-25T13:38:00.000Z,Roosevelt Highway,South Park Drive,"Left Turn and Thru, Angle Broadside -->v--","State Highway numbered route, State owned",0.09,Four-way Intersection,,0405,Colchester,445775,222844,0070,US-7,U007-0405,LRS,None/Other,None,None,Rain,Day,Property Damage Only,NO ERROR,ROOSEVELT HWY,Wet,None,US-7,44.50374875,-73.18190319,10
497124.8662499999627,146938.794531252235174,3225,VTVSP1100,VSP - B2 Royalton,18B201735,2018-04-26T08:26:00.000Z,Vietnam Veterans Memorial Hwy,Back River Rd,Same Direction Sideswipe,"State Highway numbered route, State owned",19,Not at a Junction,,1416,Royalton,497301,146959,0890,I-89,I089-0000S,LRS,None/Other,None,None,Rain,Day,Injury,NO ERROR,INTERSTATE 89,Water (standing / moving),"Road Surface Condition(wet, icy, snow, slush, etc)",I-89,43.82267206,-72.53574178,10
446306.250312500633299,221659.12453125230968,3226,VT0040400,Winooski PD.,18WS002329,2018-04-26T14:20:00.000Z,E Allen St,Maplefields - 298 E Allen St,"Right Turn and Thru, Angle Broadside -->^--","State Highway numbered route, Class 1 TH",0.56,Not at a Junction,,0418,Winooski City,446328,221653,0150,VT-15,V015-0418,LRS,None/Other,None,Heavy Truck,Cloudy,Day,Property Damage Only,NO ERROR,E ALLEN ST,Dry,None,VT-15,44.4931639,-73.17508696,11
443429.96000000089407,219903.990000003948808,3227,VT0040100,Burlington PD,18BU008617,2018-04-27T13:11:00.000Z,S Winooski Ave,College St,Rear End,"State Highway numbered route, Class 1 TH",1.08,Four-way Intersection,,0403,Burlington,,,9993,ALTERNATE US-7,A007-0403,LRS,None/Other,None,None,Cloudy,Day,Injury,NO ERROR,S WINOOSKI AVE,Dry,None,ALTERNATE US-7,44.47715039,-73.21105572,11
445915.547343750484288,223306.207968747243285,3228,VT0040500,Colchester PD.,18CC004331,2018-04-27T17:22:00.000Z,Roosevelt Highway,414 Roosevelt Highway,"No Turns, Thru moves only, Broadside ^<","State Highway numbered route, State owned",0.39,T - Intersection,,0405,Colchester,445925,223333,0070,US-7,U007-0405,LRS,None/Other,None,None,Rain,Day,Property Damage Only,NO ERROR,ROOSEVELT HWY,Wet,None,US-7,44.50795654,-73.1801712,10
451041.632343751378357,221516.122968750074506,3229,VT0040200,Essex PD.,18ES02318,2018-04-27T10:14:00.000Z,40 Pearl St,Curtis Ave,Rear End,"State Highway numbered route, Class 1 TH",1.95,Not at a Junction,,0406,Essex,451065,221458,0150,VT-15,V015-0406,LRS,None/Other,None,Heavy Truck,Clear,Day,Property Damage Only,NO ERROR,PEARL ST,Dry,Work zone (construction / maintenance / utility),VT-15,44.49221342,-73.11553945,11
446251.248437501490116,228152.898750003427267,3230,VT0040500,Colchester PD.,18CC2094,2018-02-24T20:42:00.000Z,766 BAY ROAD,ROOSEVELT HIGHWAY,Single Vehicle Crash,Federal Aid Urban System (Class 2 TH's and 3 TH's only),0.77,Not at a Junction,,0405,Colchester,446238,228160,U5617,BAY RD.,S56170405,LRS,None/Other,None,Motorcycle,Clear,Night,Property Damage Only,NO ERROR,BAY RD,Dry,None,BAY RD.,44.55159583,-73.17645433,2
445772.842812499962747,218919.387812500819564,3231,VT0040300,So. Burlington PD.,18SB004352,2018-04-20T17:37:00.000Z,Dorset Street,Greers,"No Turns, Thru moves only, Broadside ^<",Federal Aid Urban System (Class 2 TH's and 3 TH's only),4.06,T - Intersection,,0414,South Burlington,445779,218894,U5208,DORSET ST.,S52080414,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,DORSET ST,Dry,None,DORSET ST.,44.46846964,-73.1815059,2
455326.637343750335276,257054.333125000819564,3232,VT0060100,St. Albans PD.,18SA003460,2018-04-20T15:11:00.000Z,FISHER POND,CONGRESS ST,"Left Turn and Thru, Angle Broadside -->v--","State Highway numbered route, State owned",2.77,T - Intersection,,0613,St. Albans Town,455327,257057,1040,VT-104,V104-0613,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,FISHER POND RD,Dry,None,VT-104,44.81229095,-73.06476328,10
439977.147968751378357,225008.64500000141561,3233,VT0040100,Burlington PD,18BU005993,2018-03-23T02:24:00.000Z,127,Plattsburg Ave,Other - Explain in Narrative,Federal Aid Urban System (Class 2 TH's and 3 TH's only),3.29,T - Intersection,,0403,Burlington,,,U5009,VT. 127 BELTLINE,S50090403,LRS,None/Other,None,None,Clear,Night,Property Damage Only,NO ERROR,VT ROUTE 127,Dry,None,VT. 127 BELTLINE,44.52280701,-73.25504474,2
520834.553593751974404,270078.861718751490116,3234,VT0100100,Newport PD.,18NP001301,2018-04-26T12:17:00.000Z,Highland Avenue,Alderbrook Road,Head On,"State Highway numbered route, Class 1 TH",0.29,T - Intersection,,1015,Newport City,520838,270077,1050,VT-105,V105-1015,LRS,None/Other,None,None,Cloudy,Day,Injury,NO ERROR,HIGHLAND AVE,Wet,None,VT-105,44.93058818,-72.23606821,11
451144.098750000819564,220796.709843749180436,3235,VT0040200,Essex PD.,18ES02313,2018-04-27T06:48:00.000Z,3-5 South St,Park St,Rear End,Federal Aid Urban System (Class 2 TH's and 3 TH's only),0.32,T - Intersection,,0406,Essex,451083,220815,U5302,SOUTH ST.,S53020406,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,SOUTH ST,Dry,Not reported,SOUTH ST.,44.4857464,-73.1141833,2
443642.135625001043081,217953.042812500149012,3236,VT0040100,Burlington PD,18BU008547,2018-04-26T13:06:00.000Z,Shelburne Rd,Alfred St,,"State Highway numbered route, Class 1 TH",0.98,,,0403,Burlington,,,0070,US-7,U007-0403,LRS,None/Other,None,None,,Day,Property Damage Only,NO ERROR,SHELBURNE ST,,,US-7,44.45961078,-73.20817667,11
443426.92843750026077,220027.31984375230968,3237,VT0040100,Burlington PD,18BU008634,2018-04-27T15:32:00.000Z,Bank St,S Winooski Ave,"Left Turn and Thru, Angle Broadside -->v--","State Highway numbered route, Class 1 TH",1.16,Not at a Junction,,0403,Burlington,,,9993,ALTERNATE US-7,A007-0403,LRS,None/Other,None,None,Rain,Day,Property Damage Only,NO ERROR,BANK ST,Wet,"Road Surface Condition(wet, icy, snow, slush, etc)",ALTERNATE US-7,44.47825997,-73.2111073,11
506483.764687501825392,94516.043593749403954,3238,VTVSP1600,VSP - B1 Westminster,18B102251,2018-04-16T15:23:00.000Z,I-91,I- 91,Same Direction Sideswipe,"State Highway numbered route, State owned",47.66,Not at a Junction,,1418,Springfield,506477,94511,0910,I-91,I091-0000,LRS,None/Other,None,Heavy Truck,Freezing Precipitation,Day,Property Damage Only,NO ERROR,INTERSTATE 91,Ice,"Road Surface Condition(wet, icy, snow, slush, etc)",I-91,43.35079863,-72.42002526,10
493876.970000000670552,195380.720000002533197,3239,VT0120200,Montpelier PD.,18MP002967,2018-04-27T21:00:00.000Z,Barre St,Main St,Other - Explain in Narrative,"State Highway numbered route, Class 1 TH",0.6,T - Intersection,,1211,Montpelier,493877,195382,9995,BR US-2,B002-1211,LRS,None/Other,None,Bicycle,Rain,Night,Injury,NO ERROR,BARRE ST,Wet,Unknown,BR US-2,44.25863726,-72.57667771,11
451148.738125001080334,215918.388750001788139,3240,VT0041000,Williston PD.,18WT02878,2018-04-27T21:30:00.000Z,2822 St George Rd,I 89 Exit 12 Overpass,Rear End,"State Highway numbered route, State owned",3.15,Not at a Junction,,0417,Williston,451132,215888,0021,VT-2A,V002A0417,LRS,None/Other,None,None,Rain,Night,Property Damage Only,NO ERROR,SAINT GEORGE RD,Wet,"Road Surface Condition(wet, icy, snow, slush, etc)",VT-2A,44.4418468,-73.1136649,10
451859.971718749962747,269250.939531249925494,3241,VTVSP0700,VSP - A2 St. Albans,18A201990,2018-04-22T06:16:00.000Z,166 First Street,Sunoco Gas Station,Single Vehicle Crash,"State Highway numbered route, State owned",7.52,Not at a Junction,,0615,Swanton,,,0780,VT-78,V078-0615,LRS,None/Other,None,Pedestrian,Clear,Day,Fatal,NO ERROR,FIRST ST,Dry,None,VT-78,44.92181514,-73.10974426,10
513319.339531251229346,127401.537968749180436,3242,VT0140300,Hartford PD.,18HF01986,2018-04-19T08:32:00.000Z,42 Sykes Mountain Avenue,Hartford Avenue,"Left Turn and Thru, Angle Broadside -->v--",Federal Aid Secondary System (Class 2 TH),0.04,Not at a Junction,,1408,Hartford,513302,127413,S0325,SYKES MOUNTAIN AVE,S03251408,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,SYKES MOUNTAIN AVE,Wet,None,SYKES MOUNTAIN AVE,43.64671044,-72.33490682,3
509938.367968750186265,129205.12796875089407,3243,VTVSP1100,VSP - B2 Royalton,18B201573,2018-04-15T13:50:00.000Z,I-89 South,Mile Marker 3/4,Single Vehicle Crash,"State Highway numbered route, State owned",3.4,Not at a Junction,,1408,Hartford,509910,129205,0890,I-89,I089-0000S,LRS,None/Other,None,None,Freezing Precipitation,Day,Fatal,NO ERROR,INTERSTATE 89,Ice,"Road Surface Condition(wet, icy, snow, slush, etc)",I-89,43.66299695,-72.37678065,10
538326.698125000111759,235612.820156252011657,3244,VTVSP0200,VSP - A4 St. Johnsbury,18A401697,2018-04-05T07:54:00.000Z,3400 Calendar Brook Road,Pudding Hill Road,Single Vehicle Crash,Federal Aid Secondary System (Class 2 TH),1.5,Not at a Junction,,0314,Sutton,538342,235594,S0261,CALENDAR BROOK RD,S02610314,LRS,None/Other,None,None,Cloudy,Day,Property Damage Only,NO ERROR,CALENDAR BROOK RD,Ice,"Road Surface Condition(wet, icy, snow, slush, etc)",CALENDAR BROOK RD,44.61971217,-72.01707602,3
485029.913437499664724,218359.485000001266599,3245,VT0080200,Stowe PD.,18ST001407,2018-04-27T16:37:00.000Z,18-32 VT-100,Mountain Rd,Rear End,"State Highway numbered route, Class 1 TH",3.29,Not at a Junction,,0808,Stowe,485120,218370,1000,VT-100,V100-0808,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,S MAIN ST,Wet,,VT-100,44.46530907,-72.68812818,11
448831.155937500298023,217783.325312504544854,3246,VT0040300,So. Burlington PD.,18SB004259,2018-04-18T15:52:00.000Z,Williston Road,Shunpike Road,"Left Turn and Thru, Angle Broadside -->v--","State Highway numbered route, Class 1 TH",2.55,,,0414,South Burlington,448854,217779,0020,US-2,U002-0414,LRS,None/Other,None,None,,Day,Injury,NO ERROR,WILLISTON RD,,None,US-2,44.45846915,-73.14296046,11
442782.707343751564622,220739.810156250372529,3247,VT0040100,Burlington PD,18BU008714,2018-04-28T14:33:00.000Z,Park St,North St,,Federal Aid Urban System (Class 2 TH's and 3 TH's only),0.29,,,0403,Burlington,,,U5036,PARK ST.,S50360403,LRS,None/Other,None,None,,Day,Property Damage Only,NO ERROR,PARK ST,,,PARK ST.,44.4846208,-73.21928312,2
450312.123437499627471,225129.631562501192093,3248,VT0040200,Essex PD.,18ES02713,2018-05-16T08:30:00.000Z,264 Colchester Rd,Payas North,Rear End,"State Highway numbered route, State owned",3.16,Not at a Junction,,0406,Essex,,,0021,VT-2A,V002A0406,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,COLCHESTER RD,Dry,None,VT-2A,44.52468118,-73.12505825,10
443493.803124999627471,216050.519218754023314,3249,VT0040300,So. Burlington PD.,18SB005381,2018-05-16T13:59:00.000Z,852-872 US-7,Brewer Pkwy,"Left Turn and Thru, Broadside v<--","State Highway numbered route, State owned",1.5,Not at a Junction,,0414,South Burlington,,,0070,US-7,U007-0414,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,SHELBURNE RD,Dry,Unknown,US-7,44.44247873,-73.20983302,10
495301.099531251005828,38967.659375000745058,3250,VT0130200,Brattleboro PD.,18BB03758,2018-05-16T16:14:00.000Z,Main St,Bridge St.,,"State Highway numbered route, Class 1 TH",2.13,Five-point or more,,1302,Brattleboro,495307,38969,0050,US-5,U005-1302,LRS,None/Other,None,None,,Day,Property Damage Only,NO ERROR,MAIN ST,,,US-5,42.850785,-72.55748939,11
460738.930000001564622,211786.660000002011657,3251,VT0040800,Richmond PD.,18RM00468,2018-05-15T08:41:00.000Z,Bridge St,W Main St,"No Turns, Thru moves only, Broadside ^<",Federal Aid Secondary System (Class 2 TH),5.15,Four-way Intersection,,0411,Richmond,,,S0209,BRIDGE ST,S02090411,LRS,None/Other,None,None,Rain,Day,Property Damage Only,NO ERROR,BRIDGE ST,Wet,None,BRIDGE ST,44.40524816,-72.99288628,3
492538.673437500372529,241891.369843751192093,3252,VT0080000,Lamoille CSD,18LC002771,2018-05-17T20:37:00.000Z,6068-6110 VT-100,Mudget Dr,Other - Explain in Narrative,"State Highway numbered route, State owned",6.03,Driveway,,0806,Johnson,492551,241938,1000,VT-100,V100-0805,LRS,None/Other,Alcohol,None,Clear,Night,Property Damage Only,NO ERROR,ROUTE 100,Dry,None,VT-100,44.67719633,-72.59410711,10
443426.92843750026077,220027.31984375230968,3253,VT0040100,Burlington PD,18BU010303,2018-05-17T14:38:00.000Z,S Winooski Ave,Bank St,,"State Highway numbered route, Class 1 TH",1.16,,,0403,Burlington,,,9993,ALTERNATE US-7,A007-0403,LRS,None/Other,None,None,,Day,Property Damage Only,NO ERROR,S WINOOSKI AVE,,,ALTERNATE US-7,44.47825997,-73.2111073,11
450885.913281249813735,204638.209843751043081,3254,VT0041200,Hinesburg PD.,18HB00518,2018-05-16T09:06:00.000Z,VT ROUTE 116,CVU Road,Rear End,"State Highway numbered route, State owned",5.4,Four-way Intersection,,0407,Hinesburg,450878,204665,1160,VT-116,V116-0407,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,VT ROUTE 116,Dry,None,VT-116,44.34031768,-73.11590075,10
494222.268437501043081,38950.576562499627471,3255,VT0130200,Brattleboro PD.,18BB03773,2018-05-17T08:16:00.000Z,121 Williams St,,,Federal Aid Urban System (Class 2 TH's and 3 TH's only),0.84,Unknown,,1302,Brattleboro,494201,38953,U2048,WILLIAMS ST.,S20481302,LRS,None/Other,None,None,,Day,Property Damage Only,NO ERROR,WILLIAMS ST,,,WILLIAMS ST.,42.85062383,-72.57068833,2
443433.050312501378357,218953.876250000670552,3256,VT0040100,Burlington PD,18BU010212,2018-05-16T00:00:00.000Z,412 St Paul St,Howard St,,Federal Aid Urban System (Class 2 TH's and 3 TH's only),0.1,,,0403,Burlington,,,U5046,ST. PAUL ST.,S50460403,LRS,None/Other,None,None,,,Property Damage Only,NO ERROR,SAINT PAUL ST,,,ST. PAUL ST.,44.46860076,-73.21091307,2
566147.302031250670552,215874.701093750074506,3257,VTVSP0200,VSP - A4 St. Johnsbury,18A402510,2018-05-16T15:21:00.000Z,1052 River Rd,S Lunenburg Rd,,Federal Aid Secondary System (Class 2 TH),5.2,Not at a Junction,,0514,Lunenburg,565982,215759,S0218,RIVER RD,S02180514,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,RIVER RD,Dry,None,RIVER RD,44.44007979,-71.66908922,3
445001.312343752011657,215523.863906249403954,3258,VT0040300,So. Burlington PD.,18SB005368,2018-05-16T07:51:00.000Z,Spear St,Cedar Glen Dr,"Left Turn and Thru, Broadside v<--",Federal Aid Urban System (Class 2 TH's and 3 TH's only),1.5,T - Intersection,,0414,South Burlington,,,U5222,SPEAR ST.,S52220414,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,SPEAR ST,Dry,None,SPEAR ST.,44.43785554,-73.19084117,2
494439.322187501005828,37403.491249999031425,3259,VTVSP1600,VSP - B1 Westminster,18B102879,2018-05-16T14:45:00.000Z,Exit 1 Southbound Off Ramp,US Route 5,Single Vehicle Crash,Ramp or Spur,0.04,Off Ramp,,1302,Brattleboro,494437,37384,0910,I-91,I091-0000SR001B,LRS,None/Other,None,None,Cloudy,Day,Injury,NO ERROR,I-91 EXIT 1 RAMP B,Dry,None,I-91,42.8366985,-72.56801748,7
439254.674843749962747,184982.918281249701977,3260,VT0010300,Vergennes PD.,18VG00677,2018-05-17T19:24:00.000Z,78 West Main Street,Panton Road,Rear End,"State Highway numbered route, Class 1 TH",0.69,Driveway,,0120,Vergennes,,,0221,VT-22A,V022A0120,LRS,None/Other,None,None,Cloudy,Night,Property Damage Only,NO ERROR,W MAIN ST,Dry,None,VT-22A,44.16255942,-73.25946755,11
446029.673125000670552,218911.643124999478459,3261,VT0040300,So. Burlington PD.,18SB005427,2018-05-17T15:22:00.000Z,1150 Williston Rd,,Rear End,"State Highway numbered route, Class 1 TH",0.64,Not at a Junction,,0414,South Burlington,446031,218913,0020,US-2,U002-0414,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,WILLISTON RD,Dry,None,US-2,44.46841916,-73.17827758,11
496394.453437501564622,123933.393906252458692,3262,VT0140500,Woodstock PD.,18WK00921,2018-05-16T09:56:00.000Z,West Woodstock Road,Mill Road,Rear End,"State Highway numbered route, State owned",4.75,Not at a Junction,,1424,Woodstock,496401,123941,0040,US-4,U004-1424,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,W WOODSTOCK RD,Dry,None,US-4,43.61560481,-72.5446677,10
507310.357499998994172,110515.3837499991059,3263,VTVSP1600,VSP - B1 Westminster,18B102892,2018-05-17T01:32:00.000Z,Interstate 91,Mile Marker 58,Single Vehicle Crash,"State Highway numbered route, State owned",58,Not at a Junction,,1423,Windsor,507794,113864,0910,I-91,I091-0000S,LRS,None/Other,None,None,Clear,Night,Injury,NO ERROR,INTERSTATE 91,Dry,None,I-91,43.49480321,-72.40961558,10
441866.315625000745058,45112.306562501937151,3264,VT0020100,Bennington PD.,18BN03580,2018-05-16T06:31:00.000Z,Harwood HIll Road,Train Trestle,Single Vehicle Crash,"State Highway numbered route, State owned",1.01,Not at a Junction,,0202,Bennington,441958,46595,0071,VT-7A,V007A0202,LRS,None/Other,None,Heavy Truck,Clear,Day,Property Damage Only,NO ERROR,HARWOOD HILL RD,Dry,None,VT-7A,42.90390038,-73.21185407,10
494315.522968751378357,196727.152968751266599,3265,VT0120200,Montpelier PD.,18MP003499,2018-05-17T00:23:00.000Z,447 Elm St,Cummings St,"No Turns, Thru moves only, Broadside ^<","State Highway numbered route, Class 1 TH",1.9,Not at a Junction,,1211,Montpelier,494332,196725,0120,VT-12,V012-1211,LRS,None/Other,None,None,Clear,Night,Property Damage Only,NO ERROR,ELM ST,Dry,None,VT-12,44.27075845,-72.57120042,11
476973.560000000521541,194872.58,3266,VTVSP1200,VSP - A3 Middlesex,18A302138,2018-05-17T08:00:00.000Z,458 VT RTE 100,,Single Vehicle Crash,"State Highway numbered route, State owned",0.5,Other - Explain in Narrative,,1206,Duxbury,476972,194863,1000,VT-100,V100-1206,LRS,None/Other,None,Pedestrian,Clear,Day,Injury,NO ERROR,VT ROUTE 100,Dry,None,VT-100,44.25372595,-72.78833235,10
491743.70437499973923,232027.89796875230968,3267,VT0080000,Lamoille CSD,18LC002766,2018-05-17T14:25:00.000Z,868 Vt Rt 15,McMahon's Chevrolet,"No Turns, Thru moves only, Broadside ^<","State Highway numbered route, State owned",2.69,Driveway,,0805,Hyde Park,,,0150,VT-15,V015-0805,LRS,None/Other,None,None,Clear,Day,Injury,NO ERROR,VT ROUTE 15,Dry,None,VT-15,44.58842414,-72.60397515,10
443567.734843750484288,216952.49812499992549,3268,VT0040100,Burlington PD,18BU010184,2018-05-16T09:05:00.000Z,Shelburne rd,Home Ave,,"State Highway numbered route, Class 1 TH",0.33,,,0403,Burlington,,,0070,US-7,U007-0403,LRS,None/Other,None,None,,Day,Property Damage Only,NO ERROR,SHELBURNE ST,,,US-7,44.45060126,-73.20900254,11
463858.304531249217689,125301.448437500745058,3269,VTVSP0300,VSP - B4 Rutland,18B403010,2018-06-19T17:05:00.000Z,681 U.S Route 4 E,Norman Rockwell Museum,Single Vehicle Crash,,,Not at a Junction,,1120,Rutland Town,,,,,,LATLONG,Deer,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,Dry,None,,43.62705,-72.94783,
447963.59937500115484,166870.537343751639128,3270,VT0010200,Middlebury PD.,18MB001711,2018-05-18T15:44:00.000Z,Rt 7 S,Boardman Street,"Right Turn and Thru, Broadside ^<--","State Highway numbered route, State owned",3.62,Not at a Junction,,0111,Middlebury,447956,166867,0070,US-7,U007-0111,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,US ROUTE 7,Dry,None,US-7,44.0002286,-73.14880798,10
453283.390468750149012,144005.260468749329448,3271,VT0110100,Brandon PD.,18BD001391,2018-05-18T08:28:00.000Z,2997 Franklin St,Franklin Street And High Street,"Left Turn and Thru, Angle Broadside -->v--","State Highway numbered route, State owned",3.41,T - Intersection,,1102,Brandon,,,0070,US-7,U007-1102,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,FRANKLIN ST,Dry,None,US-7,43.79480015,-73.08047987,10
442827.81125000026077,44030.091562500223517,3272,VT0020100,Bennington PD.,18BN03696,2018-05-19T12:29:00.000Z,Vermont Route 7,Kocher Drive,Same Direction Sideswipe,"State Highway numbered route, State owned",4.15,Four-way Intersection,,0202,Bennington,442744,44050,0070,US-7,U007-0202,LRS,None/Other,None,None,Rain,Day,Property Damage Only,NO ERROR,US RTE 7,Wet,None,US-7,42.89423164,-73.19997111,10
478332.161250001750886,205543.231875002384186,3273,VTVSP1200,VSP - A3 Middlesex,18A302169,2018-05-19T10:12:00.000Z,,Exit 10,Single Vehicle Crash,"State Highway numbered route, State owned",64.9,Not at a Junction,,1218,Waterbury,478975,204964,0890,I-89,I089-0000S,LRS,None/Other,None,None,Clear,Day,Injury,NO ERROR,INTERSTATE 89,,None,I-89,44.34979976,-72.77176306,10
